Startzeitpunkt;Start_text;Endezeitpunkt;Ende_text;Elektrische Leitfähigkeit [µS/cm];Sauerstoffgehalt [mg/L];pH-Wert;Temperatur [°C]
2023-02-20T13:00:00+00:00;20.02.2023 14:00:00;2023-02-20T13:15:00+00:00;20.02.2023 14:15:00;400.5;13.21;8.23;7.76
2023-02-20T13:30:00+00:00;20.02.2023 14:30:00;2023-02-20T13:45:00+00:00;20.02.2023 14:45:00;401.3;13.19;8.23;7.78
2023-02-20T14:45:00+00:00;20.02.2023 15:45:00;2023-02-20T15:00:00+00:00;20.02.2023 16:00:00;402.0;13.19;8.23;7.81
2023-02-20T15:15:00+00:00;20.02.2023 16:15:00;2023-02-20T15:30:00+00:00;20.02.2023 16:30:00;402.7;13.17;8.22;7.82
2023-02-20T15:00:00+00:00;20.02.2023 16:00:00;2023-02-20T15:15:00+00:00;20.02.2023 16:15:00;401.1;13.19;8.23;7.81
2023-02-20T15:30:00+00:00;20.02.2023 16:30:00;2023-02-20T15:45:00+00:00;20.02.2023 16:45:00;403.0;13.17;8.22;7.84
2023-02-20T23:30:00+00:00;21.02.2023 00:30:00;2023-02-20T23:45:00+00:00;21.02.2023 00:45:00;403.6;12.8;8.19;7.74
2023-02-21T00:00:00+00:00;21.02.2023 01:00:00;2023-02-21T00:15:00+00:00;21.02.2023 01:15:00;403.5;12.83;8.2;7.74
2023-02-21T00:45:00+00:00;21.02.2023 01:45:00;2023-02-21T01:00:00+00:00;21.02.2023 02:00:00;403.2;12.85;8.2;7.76
2023-02-20T15:45:00+00:00;20.02.2023 16:45:00;2023-02-20T16:00:00+00:00;20.02.2023 17:00:00;402.5;13.16;8.22;7.83
2023-02-20T16:15:00+00:00;20.02.2023 17:15:00;2023-02-20T16:30:00+00:00;20.02.2023 17:30:00;402.7;13.08;8.21;7.81
2023-02-20T16:30:00+00:00;20.02.2023 17:30:00;2023-02-20T16:45:00+00:00;20.02.2023 17:45:00;403.8;13.05;8.21;7.81
2023-02-20T19:30:00+00:00;20.02.2023 20:30:00;2023-02-20T19:45:00+00:00;20.02.2023 20:45:00;409.5;12.77;8.17;7.74
2023-02-20T20:30:00+00:00;20.02.2023 21:30:00;2023-02-20T20:45:00+00:00;20.02.2023 21:45:00;412.5;12.76;8.17;7.73
2023-02-20T20:45:00+00:00;20.02.2023 21:45:00;2023-02-20T21:00:00+00:00;20.02.2023 22:00:00;411.3;12.75;8.17;7.74
2023-02-20T21:15:00+00:00;20.02.2023 22:15:00;2023-02-20T21:30:00+00:00;20.02.2023 22:30:00;409.7;12.76;8.17;7.73
2023-02-20T21:30:00+00:00;20.02.2023 22:30:00;2023-02-20T21:45:00+00:00;20.02.2023 22:45:00;408.6;12.77;8.17;7.73
2023-02-20T22:15:00+00:00;20.02.2023 23:15:00;2023-02-20T22:30:00+00:00;20.02.2023 23:30:00;405.0;12.81;8.18;7.72
2023-02-20T23:00:00+00:00;21.02.2023 00:00:00;2023-02-20T23:15:00+00:00;21.02.2023 00:15:00;403.9;12.82;8.19;7.73
2023-02-21T03:00:00+00:00;21.02.2023 04:00:00;2023-02-21T03:15:00+00:00;21.02.2023 04:15:00;420.2;12.92;8.21;7.78
2023-02-21T03:15:00+00:00;21.02.2023 04:15:00;2023-02-21T03:30:00+00:00;21.02.2023 04:30:00;421.3;12.94;8.21;7.79
2023-02-21T06:45:00+00:00;21.02.2023 07:45:00;2023-02-21T07:00:00+00:00;21.02.2023 08:00:00;404.5;12.94;8.21;7.74
2023-02-21T07:15:00+00:00;21.02.2023 08:15:00;2023-02-21T07:30:00+00:00;21.02.2023 08:30:00;403.1;12.97;8.21;7.72
2023-02-21T07:30:00+00:00;21.02.2023 08:30:00;2023-02-21T07:45:00+00:00;21.02.2023 08:45:00;403.4;12.99;8.21;7.71
2023-02-21T09:15:00+00:00;21.02.2023 10:15:00;2023-02-21T09:30:00+00:00;21.02.2023 10:30:00;401.3;13.1;8.22;7.69
2023-02-21T08:45:00+00:00;21.02.2023 09:45:00;2023-02-21T09:00:00+00:00;21.02.2023 10:00:00;401.4;13.03;8.21;7.7
2023-02-21T02:00:00+00:00;21.02.2023 03:00:00;2023-02-21T02:15:00+00:00;21.02.2023 03:15:00;412.8;12.89;8.21;7.78
2023-02-21T01:45:00+00:00;21.02.2023 02:45:00;2023-02-21T02:00:00+00:00;21.02.2023 03:00:00;410.1;12.89;8.2;7.78
2023-02-21T02:15:00+00:00;21.02.2023 03:15:00;2023-02-21T02:30:00+00:00;21.02.2023 03:30:00;416.0;12.89;8.2;7.78
2023-02-21T02:30:00+00:00;21.02.2023 03:30:00;2023-02-21T02:45:00+00:00;21.02.2023 03:45:00;418.1;12.9;8.2;7.79
2023-02-21T03:30:00+00:00;21.02.2023 04:30:00;2023-02-21T03:45:00+00:00;21.02.2023 04:45:00;420.4;12.94;8.21;7.79
2023-02-21T12:45:00+00:00;21.02.2023 13:45:00;2023-02-21T13:00:00+00:00;21.02.2023 14:00:00;398.1;13.49;8.26;7.83
2023-02-21T13:45:00+00:00;21.02.2023 14:45:00;2023-02-21T14:00:00+00:00;21.02.2023 15:00:00;399.5;13.47;8.26;7.87
2023-02-21T13:30:00+00:00;21.02.2023 14:30:00;2023-02-21T13:45:00+00:00;21.02.2023 14:45:00;400.7;13.47;8.26;7.87
2023-02-21T14:15:00+00:00;21.02.2023 15:15:00;2023-02-21T14:30:00+00:00;21.02.2023 15:30:00;400.5;13.44;8.26;7.88
2023-02-21T16:00:00+00:00;21.02.2023 17:00:00;2023-02-21T16:15:00+00:00;21.02.2023 17:15:00;407.7;13.33;8.23;7.93
2023-02-21T16:45:00+00:00;21.02.2023 17:45:00;2023-02-21T17:00:00+00:00;21.02.2023 18:00:00;406.1;13.17;8.23;7.89
2023-02-21T18:00:00+00:00;21.02.2023 19:00:00;2023-02-21T18:15:00+00:00;21.02.2023 19:15:00;407.1;13.01;8.21;7.86
2023-02-21T17:30:00+00:00;21.02.2023 18:30:00;2023-02-21T17:45:00+00:00;21.02.2023 18:45:00;406.5;13.07;8.22;7.87
2023-02-21T18:15:00+00:00;21.02.2023 19:15:00;2023-02-21T18:30:00+00:00;21.02.2023 19:30:00;406.7;12.96;8.21;7.85
2023-02-21T19:30:00+00:00;21.02.2023 20:30:00;2023-02-21T19:45:00+00:00;21.02.2023 20:45:00;406.0;12.82;8.19;7.82
2023-02-21T20:00:00+00:00;21.02.2023 21:00:00;2023-02-21T20:15:00+00:00;21.02.2023 21:15:00;405.4;12.8;8.19;7.81
2023-02-21T20:15:00+00:00;21.02.2023 21:15:00;2023-02-21T20:30:00+00:00;21.02.2023 21:30:00;405.5;12.78;8.18;7.81
2023-02-22T01:15:00+00:00;22.02.2023 02:15:00;2023-02-22T01:30:00+00:00;22.02.2023 02:30:00;404.6;12.88;8.2;7.81
2023-02-21T23:45:00+00:00;22.02.2023 00:45:00;2023-02-22T00:00:00+00:00;22.02.2023 01:00:00;403.6;12.85;8.2;7.81
2023-02-21T09:45:00+00:00;21.02.2023 10:45:00;2023-02-21T10:00:00+00:00;21.02.2023 11:00:00;402.5;13.13;8.22;7.72
2023-02-21T10:00:00+00:00;21.02.2023 11:00:00;2023-02-21T10:15:00+00:00;21.02.2023 11:15:00;401.1;13.17;8.23;7.73
2023-02-21T10:15:00+00:00;21.02.2023 11:15:00;2023-02-21T10:30:00+00:00;21.02.2023 11:30:00;398.9;13.22;8.23;7.72
2023-02-21T11:00:00+00:00;21.02.2023 12:00:00;2023-02-21T11:15:00+00:00;21.02.2023 12:15:00;398.7;13.29;8.24;7.75
2023-02-21T11:15:00+00:00;21.02.2023 12:15:00;2023-02-21T11:30:00+00:00;21.02.2023 12:30:00;398.4;13.33;8.25;7.76
2023-02-21T12:00:00+00:00;21.02.2023 13:00:00;2023-02-21T12:15:00+00:00;21.02.2023 13:15:00;397.7;13.44;8.26;7.79
2023-02-21T12:15:00+00:00;21.02.2023 13:15:00;2023-02-21T12:30:00+00:00;21.02.2023 13:30:00;398.6;13.45;8.26;7.81
2023-02-21T12:30:00+00:00;21.02.2023 13:30:00;2023-02-21T12:45:00+00:00;21.02.2023 13:45:00;397.9;13.46;8.26;7.81
2023-02-22T01:30:00+00:00;22.02.2023 02:30:00;2023-02-22T01:45:00+00:00;22.02.2023 02:45:00;405.2;12.89;8.2;7.82
2023-02-22T01:45:00+00:00;22.02.2023 02:45:00;2023-02-22T02:00:00+00:00;22.02.2023 03:00:00;405.2;12.91;8.21;7.82
2023-02-22T02:30:00+00:00;22.02.2023 03:30:00;2023-02-22T02:45:00+00:00;22.02.2023 03:45:00;406.1;12.95;8.21;7.82
2023-02-22T02:00:00+00:00;22.02.2023 03:00:00;2023-02-22T02:15:00+00:00;22.02.2023 03:15:00;405.0;12.92;8.21;7.81
2023-02-22T03:00:00+00:00;22.02.2023 04:00:00;2023-02-22T03:15:00+00:00;22.02.2023 04:15:00;405.1;12.97;8.21;7.8
2023-02-22T03:45:00+00:00;22.02.2023 04:45:00;2023-02-22T04:00:00+00:00;22.02.2023 05:00:00;404.9;13.0;8.22;7.79
2023-02-22T04:15:00+00:00;22.02.2023 05:15:00;2023-02-22T04:30:00+00:00;22.02.2023 05:30:00;405.4;13.02;8.21;7.79
2023-02-22T07:15:00+00:00;22.02.2023 08:15:00;2023-02-22T07:30:00+00:00;22.02.2023 08:30:00;404.9;13.04;8.08;7.73
2023-02-22T07:45:00+00:00;22.02.2023 08:45:00;2023-02-22T08:00:00+00:00;22.02.2023 09:00:00;403.3;13.08;8.12;7.71
2023-02-22T07:30:00+00:00;22.02.2023 08:30:00;2023-02-22T07:45:00+00:00;22.02.2023 08:45:00;404.5;13.06;8.08;7.72
2023-02-22T09:00:00+00:00;22.02.2023 10:00:00;2023-02-22T09:15:00+00:00;22.02.2023 10:15:00;401.0;13.15;8.14;7.69
2023-02-22T09:15:00+00:00;22.02.2023 10:15:00;2023-02-22T09:30:00+00:00;22.02.2023 10:30:00;400.7;13.17;8.14;7.7
2023-02-22T11:30:00+00:00;22.02.2023 12:30:00;2023-02-22T11:45:00+00:00;22.02.2023 12:45:00;398.5;13.43;8.17;7.74
2023-02-22T09:30:00+00:00;22.02.2023 10:30:00;2023-02-22T09:45:00+00:00;22.02.2023 10:45:00;400.7;13.2;8.14;7.7
2023-02-22T13:30:00+00:00;22.02.2023 14:30:00;2023-02-22T13:45:00+00:00;22.02.2023 14:45:00;398.6;13.56;8.12;7.79
2023-02-22T08:45:00+00:00;22.02.2023 09:45:00;2023-02-22T09:00:00+00:00;22.02.2023 10:00:00;402.1;13.13;8.13;7.7
2023-02-22T14:30:00+00:00;22.02.2023 15:30:00;2023-02-22T14:45:00+00:00;22.02.2023 15:45:00;398.9;13.53;8.13;7.79
2023-02-22T16:30:00+00:00;22.02.2023 17:30:00;2023-02-22T16:45:00+00:00;22.02.2023 17:45:00;401.1;13.28;8.09;7.78
2023-02-22T17:30:00+00:00;22.02.2023 18:30:00;2023-02-22T17:45:00+00:00;22.02.2023 18:45:00;406.6;13.14;8.05;7.8
2023-02-22T19:15:00+00:00;22.02.2023 20:15:00;2023-02-22T19:30:00+00:00;22.02.2023 20:30:00;405.5;12.92;8.0;7.76
2023-02-22T20:15:00+00:00;22.02.2023 21:15:00;2023-02-22T20:30:00+00:00;22.02.2023 21:30:00;405.3;12.86;7.99;7.77
2023-02-22T23:30:00+00:00;23.02.2023 00:30:00;2023-02-22T23:45:00+00:00;23.02.2023 00:45:00;398.4;12.86;8.01;7.76
2023-02-23T00:15:00+00:00;23.02.2023 01:15:00;2023-02-23T00:30:00+00:00;23.02.2023 01:30:00;399.4;12.89;8.01;7.78
2023-02-23T00:30:00+00:00;23.02.2023 01:30:00;2023-02-23T00:45:00+00:00;23.02.2023 01:45:00;399.7;12.9;8.01;7.79
2023-02-23T04:45:00+00:00;23.02.2023 05:45:00;2023-02-23T05:00:00+00:00;23.02.2023 06:00:00;406.3;13.06;8.04;7.78
2023-02-23T06:15:00+00:00;23.02.2023 07:15:00;2023-02-23T06:30:00+00:00;23.02.2023 07:30:00;401.6;13.07;8.04;7.79
2023-02-23T06:30:00+00:00;23.02.2023 07:30:00;2023-02-23T06:45:00+00:00;23.02.2023 07:45:00;401.4;13.07;8.04;7.79
2023-02-23T07:15:00+00:00;23.02.2023 08:15:00;2023-02-23T07:30:00+00:00;23.02.2023 08:30:00;399.3;13.09;8.32;7.78
2023-02-23T08:15:00+00:00;23.02.2023 09:15:00;2023-02-23T08:30:00+00:00;23.02.2023 09:30:00;396.8;13.12;8.33;7.78
2023-02-23T08:30:00+00:00;23.02.2023 09:30:00;2023-02-23T08:45:00+00:00;23.02.2023 09:45:00;395.9;13.13;8.33;7.78
2023-02-23T09:00:00+00:00;23.02.2023 10:00:00;2023-02-23T09:15:00+00:00;23.02.2023 10:15:00;394.2;13.16;8.33;7.78
2023-02-23T09:15:00+00:00;23.02.2023 10:15:00;2023-02-23T09:30:00+00:00;23.02.2023 10:30:00;393.5;13.17;8.34;7.78
2023-02-23T09:30:00+00:00;23.02.2023 10:30:00;2023-02-23T09:45:00+00:00;23.02.2023 10:45:00;392.7;13.19;8.33;7.78
2023-02-23T11:00:00+00:00;23.02.2023 12:00:00;2023-02-23T11:15:00+00:00;23.02.2023 12:15:00;388.3;13.4;8.36;7.79
2023-02-23T11:30:00+00:00;23.02.2023 12:30:00;2023-02-23T11:45:00+00:00;23.02.2023 12:45:00;390.7;13.45;8.36;7.82
2023-02-23T12:00:00+00:00;23.02.2023 13:00:00;2023-02-23T12:15:00+00:00;23.02.2023 13:15:00;389.6;13.53;8.37;7.82
2023-02-23T12:30:00+00:00;23.02.2023 13:30:00;2023-02-23T12:45:00+00:00;23.02.2023 13:45:00;394.1;13.55;8.37;7.84
2023-02-23T13:30:00+00:00;23.02.2023 14:30:00;2023-02-23T13:45:00+00:00;23.02.2023 14:45:00;404.9;13.56;8.38;7.89
2023-02-23T14:30:00+00:00;23.02.2023 15:30:00;2023-02-23T14:45:00+00:00;23.02.2023 15:45:00;413.7;13.49;8.37;7.92
2023-02-23T15:15:00+00:00;23.02.2023 16:15:00;2023-02-23T15:30:00+00:00;23.02.2023 16:30:00;418.5;13.47;8.37;7.94
2023-02-23T15:30:00+00:00;23.02.2023 16:30:00;2023-02-23T15:45:00+00:00;23.02.2023 16:45:00;418.6;13.45;8.37;7.94
2023-02-23T16:00:00+00:00;23.02.2023 17:00:00;2023-02-23T16:15:00+00:00;23.02.2023 17:15:00;418.2;13.4;8.36;7.95
2023-02-23T16:15:00+00:00;23.02.2023 17:15:00;2023-02-23T16:30:00+00:00;23.02.2023 17:30:00;417.8;13.37;8.36;7.97
2023-02-23T17:30:00+00:00;23.02.2023 18:30:00;2023-02-23T17:45:00+00:00;23.02.2023 18:45:00;419.0;13.19;8.34;7.97
2023-02-23T18:15:00+00:00;23.02.2023 19:15:00;2023-02-23T18:30:00+00:00;23.02.2023 19:30:00;414.1;13.05;8.33;7.94
2023-02-23T17:45:00+00:00;23.02.2023 18:45:00;2023-02-23T18:00:00+00:00;23.02.2023 19:00:00;416.8;13.11;8.34;7.94
2023-02-23T19:00:00+00:00;23.02.2023 20:00:00;2023-02-23T19:15:00+00:00;23.02.2023 20:15:00;407.7;12.98;8.32;7.94
2023-02-23T19:15:00+00:00;23.02.2023 20:15:00;2023-02-23T19:30:00+00:00;23.02.2023 20:30:00;407.2;12.95;8.31;7.94
2023-02-23T20:45:00+00:00;23.02.2023 21:45:00;2023-02-23T21:00:00+00:00;23.02.2023 22:00:00;400.7;12.92;8.31;7.94
2023-02-23T22:00:00+00:00;23.02.2023 23:00:00;2023-02-23T22:15:00+00:00;23.02.2023 23:15:00;397.5;12.92;8.32;7.92
2023-02-24T00:15:00+00:00;24.02.2023 01:15:00;2023-02-24T00:30:00+00:00;24.02.2023 01:30:00;396.1;13.0;8.33;7.92
2023-02-24T00:45:00+00:00;24.02.2023 01:45:00;2023-02-24T01:00:00+00:00;24.02.2023 02:00:00;397.9;13.02;8.33;7.93
2023-02-24T01:00:00+00:00;24.02.2023 02:00:00;2023-02-24T01:15:00+00:00;24.02.2023 02:15:00;398.7;13.03;8.33;7.91
2023-02-24T02:00:00+00:00;24.02.2023 03:00:00;2023-02-24T02:15:00+00:00;24.02.2023 03:15:00;398.1;13.06;8.33;7.91
2023-02-24T02:45:00+00:00;24.02.2023 03:45:00;2023-02-24T03:00:00+00:00;24.02.2023 04:00:00;398.3;13.09;8.34;7.89
2023-02-24T04:45:00+00:00;24.02.2023 05:45:00;2023-02-24T05:00:00+00:00;24.02.2023 06:00:00;398.5;13.15;8.34;7.88
2023-02-24T06:15:00+00:00;24.02.2023 07:15:00;2023-02-24T06:30:00+00:00;24.02.2023 07:30:00;398.2;13.13;8.34;7.89
2023-02-24T05:45:00+00:00;24.02.2023 06:45:00;2023-02-24T06:00:00+00:00;24.02.2023 07:00:00;398.3;13.11;8.34;7.89
2023-02-24T06:30:00+00:00;24.02.2023 07:30:00;2023-02-24T06:45:00+00:00;24.02.2023 07:45:00;398.0;13.15;8.34;7.89
2023-02-24T07:00:00+00:00;24.02.2023 08:00:00;2023-02-24T07:15:00+00:00;24.02.2023 08:15:00;397.5;13.14;8.34;7.89
2023-02-24T06:45:00+00:00;24.02.2023 07:45:00;2023-02-24T07:00:00+00:00;24.02.2023 08:00:00;397.1;13.13;8.34;7.89
2023-02-24T08:45:00+00:00;24.02.2023 09:45:00;2023-02-24T09:00:00+00:00;24.02.2023 10:00:00;395.5;13.24;8.35;7.89
2023-02-24T08:15:00+00:00;24.02.2023 09:15:00;2023-02-24T08:30:00+00:00;24.02.2023 09:30:00;396.6;13.19;8.34;7.89
2023-02-24T10:00:00+00:00;24.02.2023 11:00:00;2023-02-24T10:15:00+00:00;24.02.2023 11:15:00;394.0;13.38;8.36;7.9
2023-02-24T10:15:00+00:00;24.02.2023 11:15:00;2023-02-24T10:30:00+00:00;24.02.2023 11:30:00;393.9;13.42;8.37;7.9
2023-02-24T09:30:00+00:00;24.02.2023 10:30:00;2023-02-24T09:45:00+00:00;24.02.2023 10:45:00;395.7;13.29;8.35;7.9
2023-02-24T09:00:00+00:00;24.02.2023 10:00:00;2023-02-24T09:15:00+00:00;24.02.2023 10:15:00;396.0;13.26;8.35;7.89
2023-02-24T11:00:00+00:00;24.02.2023 12:00:00;2023-02-24T11:15:00+00:00;24.02.2023 12:15:00;392.5;13.54;8.23;7.92
2023-02-24T12:30:00+00:00;24.02.2023 13:30:00;2023-02-24T12:45:00+00:00;24.02.2023 13:45:00;396.5;13.67;8.29;8.02
2023-02-24T13:00:00+00:00;24.02.2023 14:00:00;2023-02-24T13:15:00+00:00;24.02.2023 14:15:00;395.3;13.66;8.3;8.03
2023-02-24T14:30:00+00:00;24.02.2023 15:30:00;2023-02-24T14:45:00+00:00;24.02.2023 15:45:00;395.9;13.52;8.29;8.04
2023-02-24T15:15:00+00:00;24.02.2023 16:15:00;2023-02-24T15:30:00+00:00;24.02.2023 16:30:00;395.3;13.47;8.29;8.06
2023-02-24T16:00:00+00:00;24.02.2023 17:00:00;2023-02-24T16:15:00+00:00;24.02.2023 17:15:00;395.6;13.34;8.27;8.05
2023-02-24T16:30:00+00:00;24.02.2023 17:30:00;2023-02-24T16:45:00+00:00;24.02.2023 17:45:00;396.8;13.23;8.26;8.04
2023-02-24T17:15:00+00:00;24.02.2023 18:15:00;2023-02-24T17:30:00+00:00;24.02.2023 18:30:00;397.9;13.06;8.25;8.01
2023-02-24T20:15:00+00:00;24.02.2023 21:15:00;2023-02-24T20:30:00+00:00;24.02.2023 21:30:00;397.2;12.77;8.21;8.01
2023-02-24T20:30:00+00:00;24.02.2023 21:30:00;2023-02-24T20:45:00+00:00;24.02.2023 21:45:00;397.2;12.76;8.21;8.02
2023-02-24T17:45:00+00:00;24.02.2023 18:45:00;2023-02-24T18:00:00+00:00;24.02.2023 19:00:00;398.5;13.0;8.24;7.99
2023-02-24T20:45:00+00:00;24.02.2023 21:45:00;2023-02-24T21:00:00+00:00;24.02.2023 22:00:00;397.5;12.74;8.21;8.02
2023-02-24T21:30:00+00:00;24.02.2023 22:30:00;2023-02-24T21:45:00+00:00;24.02.2023 22:45:00;396.0;12.78;8.21;8.02
2023-02-24T21:45:00+00:00;24.02.2023 22:45:00;2023-02-24T22:00:00+00:00;24.02.2023 23:00:00;395.9;12.79;8.21;8.01
2023-02-24T22:00:00+00:00;24.02.2023 23:00:00;2023-02-24T22:15:00+00:00;24.02.2023 23:15:00;395.2;12.81;8.21;8.0
2023-02-24T22:15:00+00:00;24.02.2023 23:15:00;2023-02-24T22:30:00+00:00;24.02.2023 23:30:00;394.2;12.82;8.22;7.99
2023-02-24T23:45:00+00:00;25.02.2023 00:45:00;2023-02-25T00:00:00+00:00;25.02.2023 01:00:00;391.3;12.83;8.22;8.01
2023-02-24T23:00:00+00:00;25.02.2023 00:00:00;2023-02-24T23:15:00+00:00;25.02.2023 00:15:00;391.9;12.84;8.22;8.0
2023-02-24T23:30:00+00:00;25.02.2023 00:30:00;2023-02-24T23:45:00+00:00;25.02.2023 00:45:00;391.2;12.84;8.22;8.0
2023-02-25T02:00:00+00:00;25.02.2023 03:00:00;2023-02-25T02:15:00+00:00;25.02.2023 03:15:00;396.6;12.76;8.21;8.08
2023-02-25T02:30:00+00:00;25.02.2023 03:30:00;2023-02-25T02:45:00+00:00;25.02.2023 03:45:00;393.8;12.64;8.22;8.08
2023-02-25T01:00:00+00:00;25.02.2023 02:00:00;2023-02-25T01:15:00+00:00;25.02.2023 02:15:00;392.8;12.87;8.23;8.04
2023-02-25T01:30:00+00:00;25.02.2023 02:30:00;2023-02-25T01:45:00+00:00;25.02.2023 02:45:00;392.0;12.88;8.23;8.03
2023-02-25T02:45:00+00:00;25.02.2023 03:45:00;2023-02-25T03:00:00+00:00;25.02.2023 04:00:00;396.1;12.58;8.21;8.09
2023-02-25T04:00:00+00:00;25.02.2023 05:00:00;2023-02-25T04:15:00+00:00;25.02.2023 05:15:00;406.9;12.87;8.23;8.03
2023-02-25T04:15:00+00:00;25.02.2023 05:15:00;2023-02-25T04:30:00+00:00;25.02.2023 05:30:00;406.2;12.86;8.23;8.04
2023-02-25T04:45:00+00:00;25.02.2023 05:45:00;2023-02-25T05:00:00+00:00;25.02.2023 06:00:00;402.0;12.88;8.23;8.02
2023-02-25T05:15:00+00:00;25.02.2023 06:15:00;2023-02-25T05:30:00+00:00;25.02.2023 06:30:00;399.0;12.86;8.23;8.03
2023-02-25T08:30:00+00:00;25.02.2023 09:30:00;2023-02-25T08:45:00+00:00;25.02.2023 09:45:00;397.7;13.08;8.25;8.04
2023-02-25T09:15:00+00:00;25.02.2023 10:15:00;2023-02-25T09:30:00+00:00;25.02.2023 10:30:00;397.1;13.16;8.26;8.05
2023-02-25T09:45:00+00:00;25.02.2023 10:45:00;2023-02-25T10:00:00+00:00;25.02.2023 11:00:00;397.3;13.21;8.26;8.07
2023-02-25T10:45:00+00:00;25.02.2023 11:45:00;2023-02-25T11:00:00+00:00;25.02.2023 12:00:00;396.2;13.32;8.28;8.07
2023-02-25T11:00:00+00:00;25.02.2023 12:00:00;2023-02-25T11:15:00+00:00;25.02.2023 12:15:00;396.7;13.34;8.28;8.08
2023-02-25T11:15:00+00:00;25.02.2023 12:15:00;2023-02-25T11:30:00+00:00;25.02.2023 12:30:00;397.5;13.36;8.29;8.09
2023-02-25T11:30:00+00:00;25.02.2023 12:30:00;2023-02-25T11:45:00+00:00;25.02.2023 12:45:00;398.1;13.37;8.29;8.09
2023-02-25T11:45:00+00:00;25.02.2023 12:45:00;2023-02-25T12:00:00+00:00;25.02.2023 13:00:00;398.8;13.37;8.29;8.09
2023-02-25T13:15:00+00:00;25.02.2023 14:15:00;2023-02-25T13:30:00+00:00;25.02.2023 14:30:00;398.0;13.3;8.29;8.08
2023-02-25T13:30:00+00:00;25.02.2023 14:30:00;2023-02-25T13:45:00+00:00;25.02.2023 14:45:00;398.5;13.29;8.29;8.09
2023-02-25T15:15:00+00:00;25.02.2023 16:15:00;2023-02-25T15:30:00+00:00;25.02.2023 16:30:00;402.5;13.06;8.27;8.09
2023-02-25T15:45:00+00:00;25.02.2023 16:45:00;2023-02-25T16:00:00+00:00;25.02.2023 17:00:00;401.9;13.03;8.27;8.09
2023-02-25T16:30:00+00:00;25.02.2023 17:30:00;2023-02-25T16:45:00+00:00;25.02.2023 17:45:00;400.5;12.94;8.25;8.08
2023-02-25T17:15:00+00:00;25.02.2023 18:15:00;2023-02-25T17:30:00+00:00;25.02.2023 18:30:00;397.8;12.78;8.24;8.04
2023-02-25T17:30:00+00:00;25.02.2023 18:30:00;2023-02-25T17:45:00+00:00;25.02.2023 18:45:00;397.9;12.75;8.24;8.04
2023-02-25T18:30:00+00:00;25.02.2023 19:30:00;2023-02-25T18:45:00+00:00;25.02.2023 19:45:00;398.0;12.63;8.23;8.01
2023-02-25T19:00:00+00:00;25.02.2023 20:00:00;2023-02-25T19:15:00+00:00;25.02.2023 20:15:00;397.7;12.62;8.23;8.0
2023-02-25T21:00:00+00:00;25.02.2023 22:00:00;2023-02-25T21:15:00+00:00;25.02.2023 22:15:00;395.2;12.64;8.24;8.02
2023-02-25T21:45:00+00:00;25.02.2023 22:45:00;2023-02-25T22:00:00+00:00;25.02.2023 23:00:00;394.3;12.67;8.24;8.02
2023-02-25T22:30:00+00:00;25.02.2023 23:30:00;2023-02-25T22:45:00+00:00;25.02.2023 23:45:00;392.9;12.69;8.24;8.01
2023-02-25T23:00:00+00:00;26.02.2023 00:00:00;2023-02-25T23:15:00+00:00;26.02.2023 00:15:00;392.5;12.71;8.24;8.01
2023-02-26T00:00:00+00:00;26.02.2023 01:00:00;2023-02-26T00:15:00+00:00;26.02.2023 01:15:00;391.9;12.78;8.25;8.02
2023-02-25T23:30:00+00:00;26.02.2023 00:30:00;2023-02-25T23:45:00+00:00;26.02.2023 00:45:00;392.8;12.72;8.24;8.02
2023-02-26T01:30:00+00:00;26.02.2023 02:30:00;2023-02-26T01:45:00+00:00;26.02.2023 02:45:00;390.4;12.89;8.27;8.0
2023-02-26T02:30:00+00:00;26.02.2023 03:30:00;2023-02-26T02:45:00+00:00;26.02.2023 03:45:00;389.0;12.93;8.27;7.98
2023-02-26T02:00:00+00:00;26.02.2023 03:00:00;2023-02-26T02:15:00+00:00;26.02.2023 03:15:00;390.1;12.92;8.27;7.99
2023-02-26T06:30:00+00:00;26.02.2023 07:30:00;2023-02-26T06:45:00+00:00;26.02.2023 07:45:00;383.7;12.91;8.27;7.85
2023-02-26T05:00:00+00:00;26.02.2023 06:00:00;2023-02-26T05:15:00+00:00;26.02.2023 06:15:00;383.6;12.9;8.27;7.9
2023-02-26T06:45:00+00:00;26.02.2023 07:45:00;2023-02-26T07:00:00+00:00;26.02.2023 08:00:00;383.9;12.89;8.27;7.83
2023-02-26T07:45:00+00:00;26.02.2023 08:45:00;2023-02-26T08:00:00+00:00;26.02.2023 09:00:00;386.2;12.85;8.27;7.8
2023-02-26T09:00:00+00:00;26.02.2023 10:00:00;2023-02-26T09:15:00+00:00;26.02.2023 10:15:00;389.0;12.83;8.27;7.81
2023-02-26T09:30:00+00:00;26.02.2023 10:30:00;2023-02-26T09:45:00+00:00;26.02.2023 10:45:00;390.1;12.84;8.27;7.83
2023-02-27T01:00:00+00:00;27.02.2023 02:00:00;2023-02-27T01:15:00+00:00;27.02.2023 02:15:00;400.6;12.52;8.25;7.37
2023-02-27T00:45:00+00:00;27.02.2023 01:45:00;2023-02-27T01:00:00+00:00;27.02.2023 02:00:00;401.0;12.52;8.24;7.37
2023-02-26T13:45:00+00:00;26.02.2023 14:45:00;2023-02-26T14:00:00+00:00;26.02.2023 15:00:00;392.8;12.6;8.26;7.9
