Startzeitpunkt;Start_text;Endezeitpunkt;Ende_text;Elektrische Leitfähigkeit [µS/cm];Sauerstoffgehalt [mg/L];pH-Wert;Temperatur [°C]
2023-04-21T12:45:00+00:00;21.04.2023 13:45:00;2023-04-21T13:00:00+00:00;21.04.2023 14:00:00;377.1;11.11;8.18;9.89
2023-04-21T13:00:00+00:00;21.04.2023 14:00:00;2023-04-21T13:15:00+00:00;21.04.2023 14:15:00;376.5;11.11;8.18;9.88
2023-04-21T14:15:00+00:00;21.04.2023 15:15:00;2023-04-21T14:30:00+00:00;21.04.2023 15:30:00;373.9;11.07;8.17;9.81
2023-04-21T14:30:00+00:00;21.04.2023 15:30:00;2023-04-21T14:45:00+00:00;21.04.2023 15:45:00;372.1;11.06;8.17;9.79
2023-04-21T14:45:00+00:00;21.04.2023 15:45:00;2023-04-21T15:00:00+00:00;21.04.2023 16:00:00;371.5;11.07;8.17;9.77
2023-04-21T15:15:00+00:00;21.04.2023 16:15:00;2023-04-21T15:30:00+00:00;21.04.2023 16:30:00;367.8;11.08;8.16;9.72
2023-04-21T15:30:00+00:00;21.04.2023 16:30:00;2023-04-21T15:45:00+00:00;21.04.2023 16:45:00;366.2;11.07;8.16;9.71
2023-04-21T16:00:00+00:00;21.04.2023 17:00:00;2023-04-21T16:15:00+00:00;21.04.2023 17:15:00;364.8;11.06;8.15;9.69
2023-04-21T17:45:00+00:00;21.04.2023 18:45:00;2023-04-21T18:00:00+00:00;21.04.2023 19:00:00;368.3;11.02;8.14;9.68
2023-04-21T18:45:00+00:00;21.04.2023 19:45:00;2023-04-21T19:00:00+00:00;21.04.2023 20:00:00;370.4;11.0;8.13;9.66
2023-04-21T19:45:00+00:00;21.04.2023 20:45:00;2023-04-21T20:00:00+00:00;21.04.2023 21:00:00;372.4;10.99;8.13;9.63
2023-04-21T20:45:00+00:00;21.04.2023 21:45:00;2023-04-21T21:00:00+00:00;21.04.2023 22:00:00;370.4;11.01;8.12;9.58
2023-04-21T21:45:00+00:00;21.04.2023 22:45:00;2023-04-21T22:00:00+00:00;21.04.2023 23:00:00;371.4;11.01;8.13;9.56
2023-04-21T22:00:00+00:00;21.04.2023 23:00:00;2023-04-21T22:15:00+00:00;21.04.2023 23:15:00;371.9;11.0;8.13;9.56
2023-04-21T23:00:00+00:00;22.04.2023 00:00:00;2023-04-21T23:15:00+00:00;22.04.2023 00:15:00;374.4;11.0;8.12;9.55
2023-04-21T23:45:00+00:00;22.04.2023 00:45:00;2023-04-22T00:00:00+00:00;22.04.2023 01:00:00;377.0;11.01;8.13;9.54
2023-04-22T01:15:00+00:00;22.04.2023 02:15:00;2023-04-22T01:30:00+00:00;22.04.2023 02:30:00;381.6;11.05;8.13;9.51
2023-04-22T01:30:00+00:00;22.04.2023 02:30:00;2023-04-22T01:45:00+00:00;22.04.2023 02:45:00;380.0;11.05;8.13;9.5
2023-04-22T01:00:00+00:00;22.04.2023 02:00:00;2023-04-22T01:15:00+00:00;22.04.2023 02:15:00;382.1;11.03;8.13;9.52
2023-04-22T02:30:00+00:00;22.04.2023 03:30:00;2023-04-22T02:45:00+00:00;22.04.2023 03:45:00;373.9;11.06;8.13;9.42
2023-04-22T01:45:00+00:00;22.04.2023 02:45:00;2023-04-22T02:00:00+00:00;22.04.2023 03:00:00;378.5;11.05;8.13;9.48
2023-04-22T02:45:00+00:00;22.04.2023 03:45:00;2023-04-22T03:00:00+00:00;22.04.2023 04:00:00;372.9;11.06;8.13;9.41
2023-04-22T04:15:00+00:00;22.04.2023 05:15:00;2023-04-22T04:30:00+00:00;22.04.2023 05:30:00;370.3;11.1;8.13;9.35
2023-04-21T06:15:00+00:00;21.04.2023 07:15:00;2023-04-21T06:30:00+00:00;21.04.2023 07:30:00;357.6;11.08;8.17;9.7
2023-05-06T07:15:00+00:00;06.05.2023 08:15:00;2023-05-06T07:30:00+00:00;06.05.2023 08:30:00;348.7;10.36;8.16;13.63
2023-05-06T07:30:00+00:00;06.05.2023 08:30:00;2023-05-06T07:45:00+00:00;06.05.2023 08:45:00;348.5;10.36;8.16;13.63
2023-05-06T06:45:00+00:00;06.05.2023 07:45:00;2023-05-06T07:00:00+00:00;06.05.2023 08:00:00;348.7;10.34;8.16;13.63
2023-05-06T08:15:00+00:00;06.05.2023 09:15:00;2023-05-06T08:30:00+00:00;06.05.2023 09:30:00;348.9;10.39;8.16;13.61
2023-05-06T08:00:00+00:00;06.05.2023 09:00:00;2023-05-06T08:15:00+00:00;06.05.2023 09:15:00;348.7;10.38;8.16;13.61
2023-05-06T07:45:00+00:00;06.05.2023 08:45:00;2023-05-06T08:00:00+00:00;06.05.2023 09:00:00;348.4;10.37;8.16;13.62
2023-05-06T08:45:00+00:00;06.05.2023 09:45:00;2023-05-06T09:00:00+00:00;06.05.2023 10:00:00;348.7;10.39;8.16;13.61
2023-05-06T09:00:00+00:00;06.05.2023 10:00:00;2023-05-06T09:15:00+00:00;06.05.2023 10:15:00;349.3;10.39;8.16;13.61
2023-05-06T11:15:00+00:00;06.05.2023 12:15:00;2023-05-06T11:30:00+00:00;06.05.2023 12:30:00;350.7;10.33;8.15;13.65
2023-05-06T11:45:00+00:00;06.05.2023 12:45:00;2023-05-06T12:00:00+00:00;06.05.2023 13:00:00;350.3;10.34;8.15;13.68
2023-05-06T13:30:00+00:00;06.05.2023 14:30:00;2023-05-06T13:45:00+00:00;06.05.2023 14:45:00;344.8;10.39;8.15;13.7
2023-05-06T13:00:00+00:00;06.05.2023 14:00:00;2023-05-06T13:15:00+00:00;06.05.2023 14:15:00;347.1;10.39;8.15;13.7
2023-05-06T14:00:00+00:00;06.05.2023 15:00:00;2023-05-06T14:15:00+00:00;06.05.2023 15:15:00;342.9;10.4;8.14;13.7
2023-05-06T15:30:00+00:00;06.05.2023 16:30:00;2023-05-06T15:45:00+00:00;06.05.2023 16:45:00;345.0;10.4;8.15;13.79
2023-05-06T16:30:00+00:00;06.05.2023 17:30:00;2023-05-06T16:45:00+00:00;06.05.2023 17:45:00;347.6;10.44;8.15;13.88
2023-05-06T15:45:00+00:00;06.05.2023 16:45:00;2023-05-06T16:00:00+00:00;06.05.2023 17:00:00;345.4;10.46;8.15;13.81
2023-05-06T16:45:00+00:00;06.05.2023 17:45:00;2023-05-06T17:00:00+00:00;06.05.2023 18:00:00;347.4;10.44;8.16;13.91
2023-05-06T17:15:00+00:00;06.05.2023 18:15:00;2023-05-06T17:30:00+00:00;06.05.2023 18:30:00;350.0;10.45;8.16;13.93
2023-05-06T17:30:00+00:00;06.05.2023 18:30:00;2023-05-06T17:45:00+00:00;06.05.2023 18:45:00;350.4;10.47;8.16;13.95
2023-05-06T18:00:00+00:00;06.05.2023 19:00:00;2023-05-06T18:15:00+00:00;06.05.2023 19:15:00;350.6;10.49;8.16;13.97
2023-05-06T19:45:00+00:00;06.05.2023 20:45:00;2023-05-06T20:00:00+00:00;06.05.2023 21:00:00;350.7;10.46;8.17;14.02
2023-05-06T21:00:00+00:00;06.05.2023 22:00:00;2023-05-06T21:15:00+00:00;06.05.2023 22:15:00;350.4;10.42;8.17;14.09
2023-05-06T21:30:00+00:00;06.05.2023 22:30:00;2023-05-06T21:45:00+00:00;06.05.2023 22:45:00;350.5;10.36;8.17;14.11
2023-05-06T21:15:00+00:00;06.05.2023 22:15:00;2023-05-06T21:30:00+00:00;06.05.2023 22:30:00;350.1;10.38;8.17;14.1
2023-05-07T00:15:00+00:00;07.05.2023 01:15:00;2023-05-07T00:30:00+00:00;07.05.2023 01:30:00;351.0;10.12;8.16;14.14
2023-05-07T00:30:00+00:00;07.05.2023 01:30:00;2023-05-07T00:45:00+00:00;07.05.2023 01:45:00;351.3;10.13;8.16;14.14
2023-05-07T01:00:00+00:00;07.05.2023 02:00:00;2023-05-07T01:15:00+00:00;07.05.2023 02:15:00;350.1;10.13;8.16;14.12
2023-05-07T01:30:00+00:00;07.05.2023 02:30:00;2023-05-07T01:45:00+00:00;07.05.2023 02:45:00;349.1;10.11;8.15;14.11
2023-05-07T02:30:00+00:00;07.05.2023 03:30:00;2023-05-07T02:45:00+00:00;07.05.2023 03:45:00;348.4;10.07;8.15;14.1
2023-04-21T04:15:00+00:00;21.04.2023 05:15:00;2023-04-21T04:30:00+00:00;21.04.2023 05:30:00;365.1;11.04;8.17;9.79
2023-05-07T06:15:00+00:00;07.05.2023 07:15:00;2023-05-07T06:30:00+00:00;07.05.2023 07:30:00;350.0;10.03;8.13;14.17
2023-05-07T06:30:00+00:00;07.05.2023 07:30:00;2023-05-07T06:45:00+00:00;07.05.2023 07:45:00;349.9;10.03;8.13;14.17
2023-05-07T04:45:00+00:00;07.05.2023 05:45:00;2023-05-07T05:00:00+00:00;07.05.2023 06:00:00;349.2;10.05;8.13;14.14
2023-05-07T05:00:00+00:00;07.05.2023 06:00:00;2023-05-07T05:15:00+00:00;07.05.2023 06:15:00;349.4;10.04;8.13;14.15
2023-05-07T07:00:00+00:00;07.05.2023 08:00:00;2023-05-07T07:15:00+00:00;07.05.2023 08:15:00;348.3;10.03;8.13;14.16
2023-05-07T07:30:00+00:00;07.05.2023 08:30:00;2023-05-07T07:45:00+00:00;07.05.2023 08:45:00;348.2;10.06;8.13;14.15
2023-05-07T08:00:00+00:00;07.05.2023 09:00:00;2023-05-07T08:15:00+00:00;07.05.2023 09:15:00;347.5;10.06;8.13;14.15
2023-05-07T07:45:00+00:00;07.05.2023 08:45:00;2023-05-07T08:00:00+00:00;07.05.2023 09:00:00;347.9;10.06;8.13;14.15
2023-05-07T09:15:00+00:00;07.05.2023 10:15:00;2023-05-07T09:30:00+00:00;07.05.2023 10:30:00;347.4;10.11;8.14;14.17
2023-05-07T09:45:00+00:00;07.05.2023 10:45:00;2023-05-07T10:00:00+00:00;07.05.2023 11:00:00;348.0;10.1;8.14;14.16
2023-05-07T10:15:00+00:00;07.05.2023 11:15:00;2023-05-07T10:30:00+00:00;07.05.2023 11:30:00;347.9;10.13;8.14;14.15
2023-05-07T13:00:00+00:00;07.05.2023 14:00:00;2023-05-07T13:15:00+00:00;07.05.2023 14:15:00;347.0;10.24;8.15;14.18
2023-05-07T13:30:00+00:00;07.05.2023 14:30:00;2023-05-07T13:45:00+00:00;07.05.2023 14:45:00;347.3;10.21;8.15;14.17
2023-05-07T17:45:00+00:00;07.05.2023 18:45:00;2023-05-07T18:00:00+00:00;07.05.2023 19:00:00;347.8;10.2;8.17;14.4
2023-05-07T19:45:00+00:00;07.05.2023 20:45:00;2023-05-07T20:00:00+00:00;07.05.2023 21:00:00;342.3;10.13;8.17;14.45
2023-05-07T22:00:00+00:00;07.05.2023 23:00:00;2023-05-07T22:15:00+00:00;07.05.2023 23:15:00;343.7;10.06;8.18;14.57
2023-05-07T22:30:00+00:00;07.05.2023 23:30:00;2023-05-07T22:45:00+00:00;07.05.2023 23:45:00;343.4;10.04;8.17;14.58
2023-05-07T11:00:00+00:00;07.05.2023 12:00:00;2023-05-07T11:15:00+00:00;07.05.2023 12:15:00;348.1;10.2;8.14;14.15
2023-05-07T12:00:00+00:00;07.05.2023 13:00:00;2023-05-07T12:15:00+00:00;07.05.2023 13:15:00;347.1;10.22;8.15;14.15
2023-05-07T12:45:00+00:00;07.05.2023 13:45:00;2023-05-07T13:00:00+00:00;07.05.2023 14:00:00;347.0;10.26;8.15;14.17
2023-05-07T15:00:00+00:00;07.05.2023 16:00:00;2023-05-07T15:15:00+00:00;07.05.2023 16:15:00;346.8;10.16;8.16;14.28
2023-05-07T18:00:00+00:00;07.05.2023 19:00:00;2023-05-07T18:15:00+00:00;07.05.2023 19:15:00;346.8;10.19;8.17;14.41
2023-05-07T19:15:00+00:00;07.05.2023 20:15:00;2023-05-07T19:30:00+00:00;07.05.2023 20:30:00;344.0;10.16;8.17;14.44
2023-05-07T18:45:00+00:00;07.05.2023 19:45:00;2023-05-07T19:00:00+00:00;07.05.2023 20:00:00;344.4;10.16;8.17;14.42
2023-05-07T20:15:00+00:00;07.05.2023 21:15:00;2023-05-07T20:30:00+00:00;07.05.2023 21:30:00;342.1;10.12;8.17;14.48
2023-05-07T21:15:00+00:00;07.05.2023 22:15:00;2023-05-07T21:30:00+00:00;07.05.2023 22:30:00;343.0;10.05;8.17;14.53
2023-05-08T01:15:00+00:00;08.05.2023 02:15:00;2023-05-08T01:30:00+00:00;08.05.2023 02:30:00;341.9;9.84;8.16;14.66
2023-05-08T01:30:00+00:00;08.05.2023 02:30:00;2023-05-08T01:45:00+00:00;08.05.2023 02:45:00;341.4;9.85;8.16;14.66
2023-05-08T00:45:00+00:00;08.05.2023 01:45:00;2023-05-08T01:00:00+00:00;08.05.2023 02:00:00;341.8;9.88;8.17;14.64
2023-05-09T02:30:00+00:00;09.05.2023 03:30:00;2023-05-09T02:45:00+00:00;09.05.2023 03:45:00;322.4;10.26;8.06;14.15
2023-05-09T15:15:00+00:00;09.05.2023 16:15:00;2023-05-09T15:30:00+00:00;09.05.2023 16:30:00;323.2;10.71;8.06;14.13
2023-05-09T15:30:00+00:00;09.05.2023 16:30:00;2023-05-09T15:45:00+00:00;09.05.2023 16:45:00;323.3;10.67;8.07;14.14
2023-05-09T16:45:00+00:00;09.05.2023 17:45:00;2023-05-09T17:00:00+00:00;09.05.2023 18:00:00;326.1;10.72;8.08;14.19
2023-05-09T17:15:00+00:00;09.05.2023 18:15:00;2023-05-09T17:30:00+00:00;09.05.2023 18:30:00;327.9;10.76;8.08;14.19
2023-05-09T18:00:00+00:00;09.05.2023 19:00:00;2023-05-09T18:15:00+00:00;09.05.2023 19:15:00;326.3;10.8;8.09;14.18
2023-05-09T19:30:00+00:00;09.05.2023 20:30:00;2023-05-09T19:45:00+00:00;09.05.2023 20:45:00;327.7;10.69;8.09;14.14
2023-05-09T19:00:00+00:00;09.05.2023 20:00:00;2023-05-09T19:15:00+00:00;09.05.2023 20:15:00;328.6;10.66;8.09;14.16
2023-05-09T20:00:00+00:00;09.05.2023 21:00:00;2023-05-09T20:15:00+00:00;09.05.2023 21:15:00;327.5;10.72;8.09;14.11
2023-05-09T20:15:00+00:00;09.05.2023 21:15:00;2023-05-09T20:30:00+00:00;09.05.2023 21:30:00;326.7;10.73;8.09;14.09
2023-05-09T21:30:00+00:00;09.05.2023 22:30:00;2023-05-09T21:45:00+00:00;09.05.2023 22:45:00;327.5;10.69;8.09;14.0
2023-05-09T20:45:00+00:00;09.05.2023 21:45:00;2023-05-09T21:00:00+00:00;09.05.2023 22:00:00;327.0;10.73;8.09;14.03
2023-05-09T22:00:00+00:00;09.05.2023 23:00:00;2023-05-09T22:15:00+00:00;09.05.2023 23:15:00;330.1;10.67;8.09;14.0
2023-05-09T05:30:00+00:00;09.05.2023 06:30:00;2023-05-09T05:45:00+00:00;09.05.2023 06:45:00;325.7;10.46;8.07;14.04
2023-05-09T07:15:00+00:00;09.05.2023 08:15:00;2023-05-09T07:30:00+00:00;09.05.2023 08:30:00;324.4;10.72;8.05;13.85
2023-05-09T08:15:00+00:00;09.05.2023 09:15:00;2023-05-09T08:30:00+00:00;09.05.2023 09:30:00;314.7;10.86;8.04;13.68
2023-05-09T11:45:00+00:00;09.05.2023 12:45:00;2023-05-09T12:00:00+00:00;09.05.2023 13:00:00;316.8;10.97;8.03;13.8
2023-05-09T13:00:00+00:00;09.05.2023 14:00:00;2023-05-09T13:15:00+00:00;09.05.2023 14:15:00;319.5;10.88;8.05;13.97
2023-05-09T14:00:00+00:00;09.05.2023 15:00:00;2023-05-09T14:15:00+00:00;09.05.2023 15:15:00;321.4;10.84;8.05;14.08
2023-05-09T14:45:00+00:00;09.05.2023 15:45:00;2023-05-09T15:00:00+00:00;09.05.2023 16:00:00;321.8;10.75;8.06;14.11
2023-05-10T10:45:00+00:00;10.05.2023 11:45:00;2023-05-10T11:00:00+00:00;10.05.2023 12:00:00;336.1;10.98;8.14;14.26
2023-05-10T11:00:00+00:00;10.05.2023 12:00:00;2023-05-10T11:15:00+00:00;10.05.2023 12:15:00;335.9;10.99;8.14;14.29
2023-05-10T12:45:00+00:00;10.05.2023 13:45:00;2023-05-10T13:00:00+00:00;10.05.2023 14:00:00;341.3;11.03;8.15;14.49
2023-05-10T14:00:00+00:00;10.05.2023 15:00:00;2023-05-10T14:15:00+00:00;10.05.2023 15:15:00;340.7;11.1;8.16;14.53
2023-05-10T12:15:00+00:00;10.05.2023 13:15:00;2023-05-10T12:30:00+00:00;10.05.2023 13:30:00;341.7;11.03;8.15;14.46
2023-05-10T15:30:00+00:00;10.05.2023 16:30:00;2023-05-10T15:45:00+00:00;10.05.2023 16:45:00;337.1;11.11;8.16;14.59
2023-05-10T16:30:00+00:00;10.05.2023 17:30:00;2023-05-10T16:45:00+00:00;10.05.2023 17:45:00;336.9;11.07;8.16;14.61
2023-05-10T18:30:00+00:00;10.05.2023 19:30:00;2023-05-10T18:45:00+00:00;10.05.2023 19:45:00;334.4;11.08;8.15;14.5
2023-05-10T18:45:00+00:00;10.05.2023 19:45:00;2023-05-10T19:00:00+00:00;10.05.2023 20:00:00;333.4;11.13;8.15;14.48
2023-05-10T19:30:00+00:00;10.05.2023 20:30:00;2023-05-10T19:45:00+00:00;10.05.2023 20:45:00;333.8;11.14;8.14;14.41
2023-05-10T19:15:00+00:00;10.05.2023 20:15:00;2023-05-10T19:30:00+00:00;10.05.2023 20:30:00;333.4;11.13;8.15;14.43
2023-05-10T19:45:00+00:00;10.05.2023 20:45:00;2023-05-10T20:00:00+00:00;10.05.2023 21:00:00;334.1;11.11;8.15;14.4
2023-05-10T20:30:00+00:00;10.05.2023 21:30:00;2023-05-10T20:45:00+00:00;10.05.2023 21:45:00;334.7;11.12;8.14;14.37
2023-05-10T22:00:00+00:00;10.05.2023 23:00:00;2023-05-10T22:15:00+00:00;10.05.2023 23:15:00;333.4;11.22;8.13;14.32
2023-05-10T22:15:00+00:00;10.05.2023 23:15:00;2023-05-10T22:30:00+00:00;10.05.2023 23:30:00;332.9;11.16;8.13;14.32
2023-05-10T23:15:00+00:00;11.05.2023 00:15:00;2023-05-10T23:30:00+00:00;11.05.2023 00:30:00;331.9;11.27;8.13;14.28
2023-05-10T23:30:00+00:00;11.05.2023 00:30:00;2023-05-10T23:45:00+00:00;11.05.2023 00:45:00;332.1;11.2;8.13;14.27
2023-05-11T00:15:00+00:00;11.05.2023 01:15:00;2023-05-11T00:30:00+00:00;11.05.2023 01:30:00;330.6;11.15;8.13;14.23
2023-05-11T00:00:00+00:00;11.05.2023 01:00:00;2023-05-11T00:15:00+00:00;11.05.2023 01:15:00;331.3;11.25;8.13;14.24
2023-05-11T01:00:00+00:00;11.05.2023 02:00:00;2023-05-11T01:15:00+00:00;11.05.2023 02:15:00;329.8;11.1;8.13;14.18
2023-05-11T05:00:00+00:00;11.05.2023 06:00:00;2023-05-11T05:15:00+00:00;11.05.2023 06:15:00;326.9;11.09;8.14;13.77
2023-05-11T07:30:00+00:00;11.05.2023 08:30:00;2023-05-11T07:45:00+00:00;11.05.2023 08:45:00;326.2;11.54;8.13;13.43
2023-05-11T07:15:00+00:00;11.05.2023 08:15:00;2023-05-11T07:30:00+00:00;11.05.2023 08:30:00;319.8;11.31;8.13;13.45
2023-05-11T07:00:00+00:00;11.05.2023 08:00:00;2023-05-11T07:15:00+00:00;11.05.2023 08:15:00;317.5;11.15;8.13;13.48
2023-05-11T05:45:00+00:00;11.05.2023 06:45:00;2023-05-11T06:00:00+00:00;11.05.2023 07:00:00;323.4;11.17;8.13;13.65
2023-05-11T08:45:00+00:00;11.05.2023 09:45:00;2023-05-11T09:00:00+00:00;11.05.2023 10:00:00;324.1;11.43;8.13;13.32
2023-05-11T13:15:00+00:00;11.05.2023 14:15:00;2023-05-11T13:30:00+00:00;11.05.2023 14:30:00;317.9;11.43;8.14;13.2
2023-05-11T12:45:00+00:00;11.05.2023 13:45:00;2023-05-11T13:00:00+00:00;11.05.2023 14:00:00;318.4;11.42;8.14;13.19
2023-05-11T14:00:00+00:00;11.05.2023 15:00:00;2023-05-11T14:15:00+00:00;11.05.2023 15:15:00;317.0;11.46;8.14;13.28
2023-05-11T15:00:00+00:00;11.05.2023 16:00:00;2023-05-11T15:15:00+00:00;11.05.2023 16:15:00;314.6;11.38;8.14;13.34
2023-05-11T15:30:00+00:00;11.05.2023 16:30:00;2023-05-11T15:45:00+00:00;11.05.2023 16:45:00;314.2;11.49;8.14;13.35
2023-05-11T18:30:00+00:00;11.05.2023 19:30:00;2023-05-11T18:45:00+00:00;11.05.2023 19:45:00;305.8;11.41;8.13;13.26
2023-05-11T19:00:00+00:00;11.05.2023 20:00:00;2023-05-11T19:15:00+00:00;11.05.2023 20:15:00;304.8;11.52;8.13;13.19
2023-05-11T20:00:00+00:00;11.05.2023 21:00:00;2023-05-11T20:15:00+00:00;11.05.2023 21:15:00;306.1;11.51;8.13;13.05
2023-05-11T23:30:00+00:00;12.05.2023 00:30:00;2023-05-11T23:45:00+00:00;12.05.2023 00:45:00;307.9;11.6;8.14;12.96
2023-05-12T00:30:00+00:00;12.05.2023 01:30:00;2023-05-12T00:45:00+00:00;12.05.2023 01:45:00;309.4;11.52;8.14;12.98
2023-05-12T01:30:00+00:00;12.05.2023 02:30:00;2023-05-12T01:45:00+00:00;12.05.2023 02:45:00;309.8;11.76;8.14;12.98
2023-05-11T03:30:00+00:00;11.05.2023 04:30:00;2023-05-11T03:45:00+00:00;11.05.2023 04:45:00;328.9;11.23;8.13;13.95
2023-05-11T04:15:00+00:00;11.05.2023 05:15:00;2023-05-11T04:30:00+00:00;11.05.2023 05:30:00;327.2;11.15;8.13;13.86
2023-05-10T00:00:00+00:00;10.05.2023 01:00:00;2023-05-10T00:15:00+00:00;10.05.2023 01:15:00;330.9;10.66;8.09;14.0
2023-05-09T22:45:00+00:00;09.05.2023 23:45:00;2023-05-09T23:00:00+00:00;10.05.2023 00:00:00;331.2;10.76;8.09;14.0
2023-05-09T23:45:00+00:00;10.05.2023 00:45:00;2023-05-10T00:00:00+00:00;10.05.2023 01:00:00;330.6;10.68;8.09;13.99
2023-05-09T23:15:00+00:00;10.05.2023 00:15:00;2023-05-09T23:30:00+00:00;10.05.2023 00:30:00;330.4;10.75;8.09;13.99
2023-05-10T01:00:00+00:00;10.05.2023 02:00:00;2023-05-10T01:15:00+00:00;10.05.2023 02:15:00;333.5;10.66;8.09;14.06
2023-05-10T04:45:00+00:00;10.05.2023 05:45:00;2023-05-10T05:00:00+00:00;10.05.2023 06:00:00;331.2;10.69;8.1;14.08
2023-05-10T08:45:00+00:00;10.05.2023 09:45:00;2023-05-10T09:00:00+00:00;10.05.2023 10:00:00;335.9;10.76;8.12;14.03
2023-05-10T08:00:00+00:00;10.05.2023 09:00:00;2023-05-10T08:15:00+00:00;10.05.2023 09:15:00;336.7;10.71;8.12;14.03
2023-05-10T04:30:00+00:00;10.05.2023 05:30:00;2023-05-10T04:45:00+00:00;10.05.2023 05:45:00;331.4;10.72;8.1;14.08
2023-05-10T03:30:00+00:00;10.05.2023 04:30:00;2023-05-10T03:45:00+00:00;10.05.2023 04:45:00;331.4;10.68;8.09;14.1
2023-05-10T10:15:00+00:00;10.05.2023 11:15:00;2023-05-10T10:30:00+00:00;10.05.2023 11:30:00;336.2;10.97;8.13;14.18
2023-05-10T09:15:00+00:00;10.05.2023 10:15:00;2023-05-10T09:30:00+00:00;10.05.2023 10:30:00;335.8;10.82;8.12;14.07
2023-05-10T02:30:00+00:00;10.05.2023 03:30:00;2023-05-10T02:45:00+00:00;10.05.2023 03:45:00;331.5;10.64;8.09;14.1
2023-05-10T03:15:00+00:00;10.05.2023 04:15:00;2023-05-10T03:30:00+00:00;10.05.2023 04:30:00;331.4;10.67;8.1;14.1
2023-05-10T10:00:00+00:00;10.05.2023 11:00:00;2023-05-10T10:15:00+00:00;10.05.2023 11:15:00;336.0;10.97;8.13;14.15
2023-05-11T03:45:00+00:00;11.05.2023 04:45:00;2023-05-11T04:00:00+00:00;11.05.2023 05:00:00;328.2;11.17;8.13;13.92
2023-05-11T05:30:00+00:00;11.05.2023 06:30:00;2023-05-11T05:45:00+00:00;11.05.2023 06:45:00;324.4;11.09;8.14;13.69
2023-05-11T08:15:00+00:00;11.05.2023 09:15:00;2023-05-11T08:30:00+00:00;11.05.2023 09:30:00;324.6;11.35;8.13;13.34
2023-05-11T06:15:00+00:00;11.05.2023 07:15:00;2023-05-11T06:30:00+00:00;11.05.2023 07:30:00;322.2;11.18;8.13;13.58
2023-05-11T06:30:00+00:00;11.05.2023 07:30:00;2023-05-11T06:45:00+00:00;11.05.2023 07:45:00;321.6;11.19;8.13;13.54
2023-05-11T09:00:00+00:00;11.05.2023 10:00:00;2023-05-11T09:15:00+00:00;11.05.2023 10:15:00;324.0;11.4;8.13;13.31
2023-05-11T09:30:00+00:00;11.05.2023 10:30:00;2023-05-11T09:45:00+00:00;11.05.2023 10:45:00;322.9;11.37;8.13;13.28
2023-05-11T10:00:00+00:00;11.05.2023 11:00:00;2023-05-11T10:15:00+00:00;11.05.2023 11:15:00;321.5;11.36;8.13;13.26
2023-05-11T09:45:00+00:00;11.05.2023 10:45:00;2023-05-11T10:00:00+00:00;11.05.2023 11:00:00;322.1;11.37;8.13;13.27
2023-05-11T11:00:00+00:00;11.05.2023 12:00:00;2023-05-11T11:15:00+00:00;11.05.2023 12:15:00;319.6;11.54;8.14;13.21
2023-05-11T11:45:00+00:00;11.05.2023 12:45:00;2023-05-11T12:00:00+00:00;11.05.2023 13:00:00;318.8;11.5;8.14;13.19
2023-05-11T12:00:00+00:00;11.05.2023 13:00:00;2023-05-11T12:15:00+00:00;11.05.2023 13:15:00;318.9;11.54;8.14;13.19
2023-05-11T14:30:00+00:00;11.05.2023 15:30:00;2023-05-11T14:45:00+00:00;11.05.2023 15:45:00;316.3;11.39;8.14;13.32
2023-05-11T14:45:00+00:00;11.05.2023 15:45:00;2023-05-11T15:00:00+00:00;11.05.2023 16:00:00;315.3;11.38;8.14;13.34
2023-05-11T16:00:00+00:00;11.05.2023 17:00:00;2023-05-11T16:15:00+00:00;11.05.2023 17:15:00;313.2;11.46;8.14;13.39
2023-05-11T16:30:00+00:00;11.05.2023 17:30:00;2023-05-11T16:45:00+00:00;11.05.2023 17:45:00;313.0;11.52;8.14;13.42
2023-05-11T17:15:00+00:00;11.05.2023 18:15:00;2023-05-11T17:30:00+00:00;11.05.2023 18:30:00;310.8;11.42;8.14;13.36
2023-05-11T16:45:00+00:00;11.05.2023 17:45:00;2023-05-11T17:00:00+00:00;11.05.2023 18:00:00;312.5;11.47;8.14;13.41
2023-05-11T19:45:00+00:00;11.05.2023 20:45:00;2023-05-11T20:00:00+00:00;11.05.2023 21:00:00;306.9;11.51;8.13;13.09
2023-05-11T21:30:00+00:00;11.05.2023 22:30:00;2023-05-11T21:45:00+00:00;11.05.2023 22:45:00;307.1;11.65;8.13;13.0
2023-05-11T20:45:00+00:00;11.05.2023 21:45:00;2023-05-11T21:00:00+00:00;11.05.2023 22:00:00;305.8;11.56;8.13;13.01
2023-05-11T21:45:00+00:00;11.05.2023 22:45:00;2023-05-11T22:00:00+00:00;11.05.2023 23:00:00;307.3;11.67;8.13;12.99
2023-05-12T02:00:00+00:00;12.05.2023 03:00:00;2023-05-12T02:15:00+00:00;12.05.2023 03:15:00;308.7;11.72;8.14;12.96
2023-05-12T02:30:00+00:00;12.05.2023 03:30:00;2023-05-12T02:45:00+00:00;12.05.2023 03:45:00;308.0;11.72;8.14;12.95
2023-04-21T15:45:00+00:00;21.04.2023 16:45:00;2023-04-21T16:00:00+00:00;21.04.2023 17:00:00;365.1;11.07;8.16;9.69
2023-05-12T15:15:00+00:00;12.05.2023 16:15:00;2023-05-12T15:30:00+00:00;12.05.2023 16:30:00;326.2;11.49;8.16;13.45
